provider,id,description,package,title,name,level,risk-level,security,reliability,performance-efficiency,cost-optimisation,operational-excellence,release-date,update-date,knowledge-base-html,multi-risk-level,must-be-configured,customisable,not-scored,requires-all-descriptors,primary-descriptors,secondary-descriptors,has-cost-and-waste,organisation
aws,RDS-010,Ensure RDS instances are using General Purpose SSD storage instead of Provisioned IOPS SSD storage to optimize the RDS service costs,cost,RDS General Purpose SSD,RDSGeneralPurposeSSD,resource,MEDIUM,NO,NO,NO,YES,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/RDS/general-purpose-ssd-storage-type.html,,,,,,,,,
aws,RDS-011,Ensure Amazon RDS database instances are not using the default ports,base,RDS Default Port,RDSDefaultPort,resource,LOW,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/RDS/rds-default-port.html,,,,,,,,,
aws,RDS-012,Ensure AWS RDS instances are using secure and unique master usernames for their databases,base,RDS Master Username,RDSMasterUsername,resource,LOW,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/RDS/rds-master-username.html,,,,,,,,,
aws,RDS-013,Identify any Amazon RDS database instances that appear to be idle and delete them to help lower the cost of your monthly AWS bill,cost,Idle RDS Instance,InstanceIdle,resource,HIGH,NO,NO,NO,YES,NO,2017-01-01,2018-09-27,https://www.cloudconformity.com/knowledge-base/aws/RDS/idle-instance.html,,,,,,,,,
aws,RDS-014,Ensure RDS Reserved DB Instances are renewed 7 days before expiration,cost,RDS Reserved DB Instance Lease Expiration In The Next 7 Days,ReservedDBInstanceLeaseExpirationIn7Days,resource,HIGH,NO,NO,NO,YES,NO,2017-01-01,2018-04-26,https://www.cloudconformity.com/knowledge-base/aws/RDS/reserved-instance-lease-expiration-in-7-days.html,,,,,,,,False,
aws,RDS-015,Ensure RDS Reserved DB Instances are renewed 30 days before expiration,cost,RDS Reserved DB Instance Lease Expiration In The Next 30 Days,ReservedDBInstanceLeaseExpirationIn30Days,resource,MEDIUM,NO,NO,NO,YES,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/RDS/reserved-instance-lease-expiration-in-30-days.html,,,,,,,,False,
aws,RDS-016,Ensure RDS Reserved DB Instances purchases have not failed,cost,RDS Reserved DB Instance Payment Failed,ReservedDBInstancePaymentFailed,resource,HIGH,NO,NO,NO,YES,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/RDS/reserved-instance-payment-failed.html,,,,,,,,False,
aws,RDS-017,Ensure RDS Reserved DB Instances purchases are not pending,cost,RDS Reserved DB Instance Payment Pending,ReservedDBInstancePaymentPending,resource,HIGH,NO,NO,NO,YES,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/RDS/reserved-instance-payment-pending.html,,,,,,,,False,
aws,RDS-018,Ensure RDS Reserved DB Instances purchases are regularly reviewed,cost,RDS Reserved DB Instance Recent Purchases (Not Scored),ReservedDBInstanceRecentPurchases,resource,LOW,NO,NO,NO,YES,NO,2017-01-01,2018-09-27,https://www.cloudconformity.com/knowledge-base/aws/RDS/reserved-instance-recent-purchases.html,,,,True,,,,False,
aws,RDS-019,Identify underutilized RDS instances and downsize them in order to optimize your AWS costs,cost,Underutilized RDS Instance,UnderutilizedRDSInstance,resource,HIGH,NO,NO,NO,YES,NO,2017-01-01,2018-09-27,https://www.cloudconformity.com/knowledge-base/aws/RDS/underutilized-instance.html,,,,,,,,,
aws,RDS-020,Ensure that your Amazon RDS Reserved Instances are being fully utilized,cost,Unused RDS Reserved Instances,ReservedDBInstancesUnused,cross-account,HIGH,NO,NO,NO,YES,NO,2017-01-01,2018-04-26,https://www.cloudconformity.com/knowledge-base/aws/RDS/unused-reserved-instances.html,,,,,,,,,
aws,RDS-021,Ensure that all database instances within an AWS Aurora cluster have the same accessibility,base,Aurora Database Instance Accessibility,AuroraInstanceAccessibility,service,MEDIUM,NO,YES,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/RDS/aurora-instance-accessibility.html,,,,,,,,,
aws,RDS-022,Identify RDS instances with low free storage space and scale them in order to optimize their performance,base,RDS Free Storage Space,FreeStorageSpace,resource,HIGH,NO,NO,YES,NO,NO,2017-01-01,2018-09-27,https://www.cloudconformity.com/knowledge-base/aws/RDS/free-storage-space.html,,,,,,,,,
aws,RDS-023,Ensure that your Amazon RDS database snapshots are not accessible to all AWS accounts,base,Amazon RDS Public Snapshots,PublicSnapshots,resource,HIGH,YES,NO,NO,NO,NO,2017-01-01,2019-10-09,https://www.cloudconformity.com/knowledge-base/aws/RDS/public-snapshots.html,,,,,,,,,
aws,RDS-024,Ensure fewer Amazon RDS instances than the established limit in your AWS account,base,RDS Instance Counts,InstanceCounts,service,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2018-09-27,https://www.cloudconformity.com/knowledge-base/aws/RDS/db-instance-counts.html,,,,,,,,,
aws,RDS-025,Ensure that all your AWS RDS database instances are of given instance types,base,RDS Desired Instance Type,DesiredDBInstanceType,resource,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/RDS/desired-db-instance-type.html,,True,True,,,,,,
aws,RDS-026,Enable RDS Copy Tags to Snapshots,cost,RDS Copy Tags to Snapshots,CopyTagsToSnapshot,resource,LOW,NO,NO,NO,YES,NO,2018-04-09,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/RDS/copy-tags-to-snapshot.html,,,,,,,,,
aws,RDS-027,Enable Event Subscriptions for Instance Level Events,base,Instance Level Events Subscriptions,InstanceLevelEventsSubscriptions,service,LOW,NO,YES,YES,NO,YES,2018-08-20,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/RDS/rds-instance-level-events.html,,,,,,,,,
aws,RDS-028,Enable Event Subscriptions for DB Security Groups Events,base,Security Groups Events Subscriptions,SecurityGroupsEventsSubscriptions,service,LOW,NO,YES,YES,NO,YES,2018-08-20,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/RDS/rds-db-security-groups-events.html,,,,,,,,,
aws,RDS-029,Enable event notifications for RDS,base,RDS Event Notifications,EventsSubscriptions,service,LOW,NO,YES,YES,NO,YES,2018-10-08,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/RDS/notifications.html,,,,,,,,,
aws,RDS-030,Enable IAM Database Authentication,base,IAM Database Authentication,IAMDatabaseAuthentication,resource,MEDIUM,YES,NO,NO,NO,NO,2018-12-06,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/RDS/iam-database-authentication.html,,,,,,,,,
aws,RDS-031,Enable AWS RDS Instance Deletion Protection,base,Instance Deletion Protection,InstanceDeletionProtection,resource,MEDIUM,YES,NO,NO,NO,NO,2018-12-06,2019-06-03,https://www.cloudconformity.com/knowledge-base/aws/RDS/instance-deletion-protection.html,,,,,,,,,
aws,RDS-032,Enable AWS RDS Performance Insights,base,Performance Insights,PerformanceInsights,resource,LOW,NO,YES,YES,NO,YES,2018-12-06,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/RDS/performance-insights.html,,,,,,,,,
aws,RDS-033,Enable AWS RDS Log Exports,base,Log Exports,LogExports,resource,LOW,YES,YES,YES,NO,YES,2018-12-06,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/RDS/log-exports.html,,,,,,,,,
aws,RDS-034,Enable Amazon Aurora Backtrack,base,Backtrack,Backtrack,resource,LOW,NO,YES,NO,NO,NO,2018-12-06,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/RDS/backtrack.html,,,,,,,,,
aws,RDS-035,Enable AWS RDS Cluster Deletion Protection,base,Cluster Deletion Protection,ClusterDeletionProtection,resource,MEDIUM,YES,NO,NO,NO,NO,2019-06-03,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/RDS/cluster-deletion-protection.html,,,,,,,,,
aws,IAM-001,Ensure access keys are rotated every month to decrease the likelihood of accidental exposures,base,Access Keys Rotated 30 Days,AccessKeysRotated30Days,resource,LOW,YES,NO,NO,NO,NO,2017-01-01,2018-04-26,https://www.cloudconformity.com/knowledge-base/aws/IAM/access-keys-rotated-30-days.html,,,,,,,,,
aws,IAM-002,Ensure access keys are not older than 45 days to decrease the likelihood of accidental exposures,base,Access Keys Rotated 45 Days,AccessKeysRotated45Days,resource,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2018-04-26,https://www.cloudconformity.com/knowledge-base/aws/IAM/access-keys-rotated-45-days.html,,,,,,,,,
aws,IAM-003,Ensure credentials unused for 90 days or greater are disabled,base,Credentials Last Used,CredentialsLastUsed,resource,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2019-04-04,https://www.cloudconformity.com/knowledge-base/aws/IAM/credentials-last-used.html,,,,,,,,,
aws,IAM-004,Ensure there is a maximum of one active access keys for any single user,base,Unnecessary Access Keys,AccessKeysUnnecessary,resource,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/unnecessary-access-keys.html,,,,,,,,,
aws,IAM-005,Ensure IAM password policy requires minimum length of 14 or greater,base,Password Policy Minimum Length,PasswordLength,resource,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2018-09-27,https://www.cloudconformity.com/knowledge-base/aws/IAM/password-policy.html,,,,,,,,,
aws,IAM-006,Ensure account password policy is present. Strong password policy is vital to uphold security,base,Password Policy Present,PasswordPolicy,service,HIGH,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/password-policy.html,,,,,,,,,
aws,IAM-007,Ensure IAM password policy require at least one lowercase letter,base,Password Policy Lowercase,PasswordLowercase,resource,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/password-policy.html,,,,,,,,,
aws,IAM-008,Ensure IAM password policy requires at least one uppercase letter,base,Password Policy Uppercase,PasswordUppercase,resource,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/password-policy.html,,,,,,,,,
aws,IAM-009,Ensure IAM password policy require at least one number,base,Password Policy Number,PasswordNumber,resource,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/password-policy.html,,,,,,,,,
aws,IAM-010,Ensure IAM password policy require at least one symbol,base,Password Policy Symbol,PasswordNonAlphanumeric,resource,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/password-policy.html,,,,,,,,,
aws,IAM-011,Ensure IAM password policy expires passwords within 90 days or less,base,Password Policy Expiration,PasswordExpiration,resource,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2018-09-27,https://www.cloudconformity.com/knowledge-base/aws/IAM/password-policy.html,,,,,,,,,
aws,IAM-012,Ensure IAM password policy prevents password reuse,base,Password Policy Reuse Prevention,PasswordReuse,resource,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2018-09-27,https://www.cloudconformity.com/knowledge-base/aws/IAM/password-policy.html,,,,,,,,,
aws,IAM-013,Ensure multi-factor authentication (MFA) is enabled for all IAM users that have a console password,base,MFA For IAM Users With Console Password,MFAEnabled,resource,HIGH,YES,NO,NO,NO,NO,2017-01-01,2018-09-27,https://www.cloudconformity.com/knowledge-base/aws/IAM/iam-user-multi-factor-authentication-enabled.html,,,,,,,,,
aws,IAM-014,Ensure MFA is enabled for the 'root' account,base,Root MFA Enabled,RootMFAEnabled,resource,HIGH,YES,NO,NO,NO,NO,2017-01-01,2018-05-23,https://www.cloudconformity.com/knowledge-base/aws/IAM/root-mfa-enabled.html,,,,,,,,,
aws,IAM-015,Ensure no root account access key exists,base,Root Account Access Keys Present,RootAccessKeys,resource,HIGH,YES,NO,NO,NO,NO,2017-01-01,2018-04-26,https://www.cloudconformity.com/knowledge-base/aws/IAM/root-account-access-keys-present.html,,,,,,,,,
aws,IAM-016,Ensure IAM policies are attached only to groups or roles,base,IAM User Policies,UserPolicies,resource,LOW,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/iam-user-policies.html,,,,,,,,,
aws,IAM-017,Ensure all IAM groups have at least one user,base,Unused IAM Group,IAMGroupUnused,resource,LOW,YES,NO,NO,NO,NO,2017-01-01,2019-10-09,https://www.cloudconformity.com/knowledge-base/aws/IAM/unused-iam-group.html,,,,,,,,,
aws,IAM-018,Ensure SSL/TLS certificates are renewed 7 days before expiration,base,SSL/TLS Certificate Expiry 7 Days,CertificateExpiry7Days,resource,HIGH,YES,NO,NO,NO,NO,2017-01-01,2018-04-26,https://www.cloudconformity.com/knowledge-base/aws/IAM/ssl-tls-certificate-expiry-7-days.html,,,,,,,,,
aws,IAM-019,Ensure SSL/TLS certificates are renewed 30 days before expiration,base,SSL/TLS Certificate Expiry 30 Days,CertificateExpiry30Days,resource,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2018-04-26,https://www.cloudconformity.com/knowledge-base/aws/IAM/ssl-tls-certificate-expiry-30-days.html,,,,,,,,,
aws,IAM-020,Ensure SSL/TLS certificates are renewed 45 days before expiration,base,SSL/TLS Certificate Expiry 45 Days,CertificateExpiry45Days,resource,LOW,YES,NO,NO,NO,NO,2017-01-01,2018-04-26,https://www.cloudconformity.com/knowledge-base/aws/IAM/ssl-tls-certificate-expiry-45-days.html,,,,,,,,,
aws,IAM-021,Ensure expired certificates are removed,base,Expired SSL/TLS Certificate,CertificateExpired,resource,LOW,NO,YES,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/expired-ssl-tls-certificate.html,,,,,,,,,
aws,IAM-022,Ensure IAM groups do not have inline policies attached,base,IAM Group With Inline Policies,GroupInlinePolicies,resource,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/iam-group-with-inline-policies.html,,,,,,,,,
aws,IAM-023,Ensure at least one IAM user has been created,base,IAM User Present,IAMUser,service,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/iam-user-present.html,,,,,,,,,
aws,IAM-024,Ensure IAM users have either API access or console access,base,IAM User With Password And Access Keys,IAMUserWithPasswordAndAccessKeys,resource,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2018-09-27,https://www.cloudconformity.com/knowledge-base/aws/IAM/iam-user-with-password-and-access-keys.html,,,,,,,,,
aws,IAM-025,Ensure there is a maximum of one active SSH public keys for any single user,base,Unnecessary SSH Public Keys,SSHPublicKeysUnnecessary,resource,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/unnecessary-ssh-public-keys.html,,,,,,,,,
aws,IAM-026,Ensure SSH Public Keys are rotated every month to decrease the likelihood of accidental exposures,base,SSH Public Keys Rotated 30 Days,SSHPublicKeysRotated30Days,resource,LOW,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/ssh-public-keys-rotated-30-days.html,,,,,,,,,
aws,IAM-027,Ensure SSH Public Keys are not older than 45 days to decrease the likelihood of accidental exposures,base,SSH Public Keys Rotated 45 Days,SSHPublicKeysRotated45Days,resource,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/ssh-public-keys-rotated-45-days.html,,,,,,,,,
aws,IAM-028,"Identify any inactive IAM users, who are not designed for API access, and disable their access as an extra security measure for protecting your AWS resources against unauthorized access",base,Inactive IAM Console User,IAMUserInactive,resource,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2018-09-27,https://www.cloudconformity.com/knowledge-base/aws/IAM/inactive-iam-user.html,,,,,,,,,
aws,IAM-029,Ensure there are no users that have never been logged in,base,Unused IAM User,IAMUserUnused,resource,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/unused-iam-user.html,,,,,,,,,
aws,IAM-030,"Set up, organize and manage your AWS accounts for optimal security and manageability",base,AWS Multi-Account Centralized Management (Not Scored),MultiAccountCentralizedManagement,account,HIGH,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/aws-multi-account-centralized-management.html,,,,True,,,,,
aws,IAM-031,Ensure security contact information is registered,base,Account Alternate Contacts (Not Scored),AccountAlternateContacts,account,HIGH,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/account-security-alternate-contacts.html,,,,True,,,,,
aws,IAM-032,Ensure security questions are registered in the AWS account,base,Account Security Challenge Questions (Not Scored),AccountSecurityChallengeQuestions,account,HIGH,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/security-challenge-questions.html,,,,True,,,,,
aws,IAM-033,Ensure that your server certificates are not vulnerable to Heartbleed security vulnerability,base,Pre-Heartbleed Server Certificates,CertificatePreHeartbleed,resource,HIGH,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/certificate-pre-heartbleed.html,,,,,,,,,
aws,IAM-034,Ensure valid IAM Identity Providers are used within your AWS account for secure user authentication and authorization,base,Valid IAM Identity Providers,IdentityProvider,resource,HIGH,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/identity-provider.html,,,,,,,,,
aws,IAM-035,Avoid the use of the 'root' account,base,Root Account Usage,RootAccountIsUsed,resource,HIGH,YES,NO,NO,NO,NO,2017-01-01,2018-09-27,https://www.cloudconformity.com/knowledge-base/aws/IAM/root-account-used-recently.html,,,,,,,,,
aws,IAM-036,Ensure that there are no Amazon IAM users with administrator permissions,base,AWS IAM Users with Admin Privileges,IAMAdminPermissions,resource,HIGH,YES,NO,NO,NO,NO,2019-01-17,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/admin-permissions.html,,,,,,,,,
aws,IAM-037,Ensure IAM users that are not authorized to edit IAM access policies are decommissioned,base,IAM Users Unauthorized to Edit Access Policies,EditIAMPolicyPermission,service,HIGH,YES,NO,NO,NO,NO,2017-01-01,2020-01-02,https://www.cloudconformity.com/knowledge-base/aws/IAM/edit-iam-policy-permission.html,,,,,,,,,
aws,IAM-038,Ensure access keys are rotated every 90 days or less,base,Access Keys Rotated 90 Days,AccessKeysRotated90Days,resource,HIGH,YES,NO,NO,NO,NO,2017-01-01,2018-04-26,https://www.cloudconformity.com/knowledge-base/aws/IAM/access-keys-rotated-90-days.html,,,,,,,,,
aws,IAM-039,Ensure AWS IAM user passwords are reset before expiration (7 Days),base,IAM User Password Expiry 7 Days,PasswordExpiry7Days,resource,HIGH,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/password-expiry-in-7-days.html,,,,,,,,,
aws,IAM-040,Ensure AWS IAM user passwords are reset before expiration (30 Days),base,IAM User Password Expiry 30 Days,PasswordExpiry30Days,resource,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/password-expiry-in-30-days.html,,,,,,,,,
aws,IAM-041,Ensure AWS IAM user passwords are reset before expiration (45 Days),base,IAM User Password Expiry 45 Days,PasswordExpiry45Days,resource,LOW,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/password-expiry-in-45-days.html,,,,,,,,,
aws,IAM-042,Ensure hardware MFA is enabled for the 'root' account,base,Hardware MFA for AWS Root Account,RootHardwareMFA,service,HIGH,YES,NO,NO,NO,NO,2017-01-01,2018-05-23,https://www.cloudconformity.com/knowledge-base/aws/IAM/root-hardware-mfa.html,,,,,True,,,,
aws,IAM-043,Do not setup access keys during initial user setup for all IAM users that have a console password,base,Access Keys During Initial IAM User Setup (Not Scored),AccessKeysDuringInitialIAMUserSetup,account,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/access-keys-during-initial-iam-user-setup.html,,,,True,,,,,
aws,IAM-044,Ensure SSH Public Keys are not older than 90 days to decrease the likelihood of accidental exposures,base,SSH Public Keys Rotated 90 Days,SSHPublicKeysRotated90Days,resource,HIGH,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/ssh-public-keys-rotated-90-days.html,,,,,,,,,
aws,IAM-045,Ensure IAM policies that allow full '*:*' administrative privileges are not created,base,IAM Policies With Full Administrative Privileges,PoliciesWithFullAdministrativePrivileges,resource,HIGH,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/policies-with-full-administrative-privileges.html,,,,,,,,,
aws,IAM-046,Ensure a support role has been created to manage incidents with AWS Support,base,Support Role,SupportRole,service,HIGH,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/support-role.html,,,,,,,,,
aws,IAM-047,Ensure IAM Master and IAM Manager roles are active,base,IAM Manager Roles,ManagerRoles,service,HIGH,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/master-and-manager-role.html,,True,True,,,,,,
aws,IAM-048,Ensure Root user does not have active X.509 certificates,base,Root Account Active Signing Certificates,RootActiveCertificates,resource,HIGH,YES,NO,NO,NO,NO,2018-04-09,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/root-active-certificates.html,,,,,,,,,
aws,IAM-049,Ensure that the access policies attached to your IAM roles adhere to the principle of least privilege,base,IAM Role Policy Too Permissive,IAMRolePolicyTooPermissive,resource,MEDIUM,YES,NO,NO,NO,NO,2018-08-20,2020-01-02,https://www.cloudconformity.com/knowledge-base/aws/IAM/iam-role-policy-too-permissive.html,,,,,,,,,
aws,IAM-050,Ensure cross-account access roles are using Multi-Factor Authentication (MFA) or External IDs,base,Cross-Account Access Lacks External ID and MFA,CrossAccountAccessLacksExternalIDAndMFA,resource,MEDIUM,YES,NO,NO,NO,NO,2018-08-20,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/cross-account-access-lacks-external-id-and-mfa.html,,,,,,,,,
aws,IAM-051,Monitor MFA Device Deactivated,rtm,MFA Device Deactivated,MFADeviceDeactivated,event,HIGH,YES,NO,NO,NO,NO,2018-11-19,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/mfa-device-deactivated.html,,,,,,,,,
aws,IAM-052,Monitor AWS account root user activities,rtm,AWS Account Root User Activity,RootUserActivity,event,HIGH,YES,NO,NO,NO,NO,2018-11-19,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/root-user-activity.html,,,,,,,,,
aws,IAM-053,Ensure sign-in events are regularly reviewed,rtm,Sign-In Events (Not Scored),SignInEvents,event,LOW,YES,NO,NO,NO,NO,2018-11-19,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/sign-in-events.html,,,,True,,,,,
aws,IAM-054,Monitor AWS IAM Configuration Changes,rtm,IAM Configuration Changes,IAMConfigurationChanges,event,HIGH,YES,NO,NO,NO,NO,2019-04-04,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/configuration-changes.html,,,,,,,,,
aws,IAM-055,Detect when a canary token access key has been used,base,Canary Access Token,CanaryAccessToken,resource,VERY_HIGH,YES,NO,NO,NO,NO,2019-06-03,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/canarytokens.html,,True,True,,,,,,
aws,IAM-056,Detect when an IAM login profile has been created,rtm,CreateLoginProfile Detected,CreateLoginProfileDetected,event,HIGH,YES,NO,NO,NO,NO,2019-10-09,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/IAM/createloginprofile-detected.html,,,,,,,,,
aws,IAM-057,Ensure that AWS IAM roles cannot be used by untrusted accounts via cross-account access feature,base,Check for Untrusted Cross-Account IAM Roles,CrossAccountIAMRoles,resource,MEDIUM,YES,NO,NO,NO,NO,2019-11-05,2019-11-20,https://www.cloudconformity.com/knowledge-base/aws/IAM/role-cross-account-access.html,,,,,,,,,
aws,RTM-001,Ensure Root IAM user never signs-in to the console,rtm,Root has signed in,RootHasSignedIn,event,HIGH,YES,NO,NO,NO,NO,2017-01-01,2018-04-26,https://www.cloudconformity.com/knowledge-base/aws/RTM/root-user-sign-in.html,,,,,,,,,
aws,RTM-002,Ensure Root IAM user never signs-in to the console without a multi-factor authentication,rtm,AWS Root user has signed in without MFA,RootHasSignedInWithoutMFA,event,EXTREME,YES,NO,NO,NO,NO,2017-01-01,2018-05-23,https://www.cloudconformity.com/knowledge-base/aws/RTM/root-user-sign-in-without-mfa.html,,,,,,,,,
aws,RTM-003,Ensure IAM Users never sign-in to the console without a multi-factor authentication,rtm,AWS IAM user has signed in without MFA,UserHasSignedInWithoutMFA,event,HIGH,YES,NO,NO,NO,NO,2017-01-01,2018-05-23,https://www.cloudconformity.com/knowledge-base/aws/RTM/iam-user-sign-in-without-mfa.html,,,,,,,,,
aws,RTM-004,Ensure Cloud Conformity users never sign-in without a multi-factor authentication,rtm,Cloud Conformity user has signed in without MFA,CCSignedInWithoutMFA,event,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2018-05-23,https://www.cloudconformity.com/knowledge-base/aws/RTM/cc-user-sign-in-without-mfa.html,,,,,,,,,True
aws,RTM-005,Ensure users sign-in to AWS from an approved country list,rtm,Users signed in to AWS from an approved country,UserSignedInApprovedCountryList,event,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2018-05-23,https://www.cloudconformity.com/knowledge-base/aws/RTM/user-signs-in-from-approved-country-list.html,,True,True,,,,,,
aws,RTM-006,Ensure Cloud Conformity users sign-in to Cloud Conformity from an approved country list,rtm,Users signed in to Cloud Conformity from an approved country,CCSignedInApprovedCountryList,event,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2018-05-23,https://www.cloudconformity.com/knowledge-base/aws/RTM/cc-user-signs-in-from-approved-country-list.html,,True,True,,,,,,True
aws,RTM-007,Ensure IAM users sign-in to AWS from an approved IP Address,rtm,Users signed in to AWS from a whitelisted IP Address,WhitelistedIPLogin,event,HIGH,YES,NO,NO,NO,NO,2017-01-01,2018-05-23,https://www.cloudconformity.com/knowledge-base/aws/RTM/user-signs-in-from-approved-ip-address.html,,True,True,,,,,,
aws,RTM-008,Ensure activities conducted in AWS are in approved regions,rtm,User activity in blacklisted regions,ActivityInBlacklistedRegions,event,HIGH,YES,NO,NO,NO,NO,2017-01-01,2019-08-23,https://www.cloudconformity.com/knowledge-base/aws/RTM/activity-in-blacklisted-regions.html,,True,True,,,,,,
aws,RTM-009,Monitor Network configuration changes,rtm,Network configuration change detected,NetworkConfigurationChanges,event,HIGH,YES,NO,NO,NO,NO,2018-06-04,2019-06-03,https://www.cloudconformity.com/knowledge-base/aws/RTM/networking-configuration-changed.html,,True,True,,,,,,
aws,RTM-010,Monitor failed signing in attempts in the AWS account,rtm,User has failed signing in to AWS,UserFailedSigningIn,event,HIGH,YES,NO,NO,NO,NO,2018-06-04,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/RTM/user-failed-signing-in.html,,,,,,,,,
